ID	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	d
RPL38	7.203091763052613e-28	0.3861345384230144	0.973	0.977	1.6750069585802547e-23	Malignant	RPL38	-0.0040000000000000036
RBCK1	3.8182980434961145e-27	0.265030993106514	0.312	0.205	8.879070270345865e-23	Malignant	RBCK1	0.10700000000000001
COX7C	1.5097974884118397e-25	0.2532367210874549	0.978	0.975	3.510883079552892e-21	Malignant	COX7C	0.0030000000000000027
KRT10	4.3596019166845966e-24	0.2562880927146043	0.443	0.324	1.0137818297058361e-19	Malignant	KRT10	0.119
GLUL	4.434212318860505e-24	0.5627645323775996	0.633	0.511	1.0311317326278218e-19	Malignant	GLUL	0.122
LYZ	1.0044492422524587e-22	1.7055987596921542	0.357	0.265	2.3357462679338675e-18	Malignant	LYZ	0.09199999999999997
IDI1	1.3489327364612742e-22	0.29960165291410545	0.392	0.291	3.136808185367047e-18	Malignant	IDI1	0.10100000000000003
HSPA5	2.9681061201591315e-22	0.46156176584003417	0.702	0.621	6.9020339718180446e-18	Malignant	HSPA5	0.08099999999999996
TMBIM6	1.6063871456190518e-21	0.2559536185036939	0.908	0.865	3.735492668422543e-17	Malignant	TMBIM6	0.04300000000000004
RPL7	1.7201652622378465e-21	0.430974523545788	0.981	0.984	4.0000723008078884e-17	Malignant	RPL7	-0.0030000000000000027
EIF3H	2.6409554754431542e-21	0.2695007382289376	0.653	0.574	6.141277862595511e-17	Malignant	EIF3H	0.07900000000000007
NACA	2.659399682210866e-21	0.25485404929382716	0.967	0.958	6.184168021013147e-17	Malignant	NACA	0.009000000000000008
LDHA	1.7641836278350275e-19	0.2997310905955237	0.876	0.795	4.1024326081675726e-15	Malignant	LDHA	0.08099999999999996
MIF	1.6057308382141335e-18	0.3526176603197171	0.667	0.582	3.733966491183146e-14	Malignant	MIF	0.08500000000000008
SNHG25	1.909216227746929e-18	0.351461846760605	0.319	0.276	4.439691416002709e-14	Malignant	SNHG25	0.04299999999999998
INSIG1	1.0329276337213318e-17	0.288374783619723	0.344	0.263	2.401969919455585e-13	Malignant	INSIG1	0.08099999999999996
BRI3	6.824469898333947e-16	0.27022067510270253	0.301	0.214	1.586962230158576e-11	Malignant	BRI3	0.087
RPL27	2.854566465718054e-15	0.27220728753536916	0.976	0.975	6.638008859380762e-11	Malignant	RPL27	0.0010000000000000009
BSG	8.190821593397222e-14	0.27939017205263117	0.517	0.462	1.90469365332859e-9	Malignant	BSG	0.05499999999999999
NEAT1	7.525796946496982e-9	0.8322588813896163	0.739	0.791	1.7500488219384083e-4	Malignant	NEAT1	-0.052000000000000046
